ingredient_name,ingredient_display,ingredient_category,qty_needed,recipe_name,recipe_type,produces_name,produces_display,product_slots,product_primary_attribute,product_primary_total_effect,product_total_effect_per_slot
Enchantment_Nature,Scroll of Nature,Enchantments,1,Recipe_Enchantment_Charm,enchantment,Enchantment_Charm,Scroll of Charm,2,,0,0.0
Enchantment_Nature,Scroll of Nature,Enchantments,1,Recipe_Enchantment_Fear,enchantment,Enchantment_Fear,Scroll of Fear,2,,0,0.0
Enchantment_Nature,Scroll of Nature,Enchantments,1,Recipe_Enchantment_LeastRestistance,enchantment,Enchantment_LeastResistance,Scroll of Least Resistance,2,,0,0.0
Enchantment_Nature,Scroll of Nature,Enchantments,1,Recipe_Enchantment_Oil,enchantment,Enchantment_Petroleum,Scroll of Petroleum,2,,0,0.0
Enchantment_Nature,Scroll of Nature,Enchantments,1,Recipe_Enchantment_Petrification,enchantment,Enchantment_Petrification,Scroll of Petrification,2,,0,0.0
Enchantment_Nature,Scroll of Nature,Enchantments,1,Recipe_Enchantment_Pollen,enchantment,Enchantment_Pollen,Scroll of Pollen,2,,0,0.0
Enchantment_Nature,Scroll of Nature,Enchantments,1,Recipe_Enchantment_SnowmanHead,enchantment,Enchantment_SnowmanHead,Scroll of Snowman Head,2,,0,0.0
Enchantment_Nature,Scroll of Nature,Enchantments,2,Recipe_Enchantment_Vinesprout,enchantment,Enchantment_Vinesprout,Scroll of Vinesprout,2,,0,0.0
Enchantment_Nature,Scroll of Nature,Enchantments,1,Recipe_Enchantment_WaterBomb,enchantment,Enchantment_WaterBomb,Scroll of Water Bomb,2,,0,0.0
Enchantment_Poison,Scroll of Plague,Enchantments,1,Recipe_Enchantment_CorpseExplosion,enchantment,Enchantment_CorpseExplosion,Scroll of Corpse Explosion,2,,0,0.0
Enchantment_Poison,Scroll of Plague,Enchantments,2,Recipe_Enchantment_CorrosiveBlood,enchantment,Enchantment_CorrosiveBlood,Scroll of Poison Blood,2,,0,0.0
Enchantment_Poison,Scroll of Plague,Enchantments,1,Recipe_Enchantment_Crusader,enchantment,Enchantment_Crusader,Scroll of Crusader,2,,0,0.0
Enchantment_Poison,Scroll of Plague,Enchantments,1,Recipe_Enchantment_CryoSnakes,enchantment,Enchantment_CryoSnakes,Scroll of Cryo Snakes,2,,0,0.0
Enchantment_Poison,Scroll of Plague,Enchantments,1,Recipe_Enchantment_Noxiosa,enchantment,Enchantment_Noxiosa,Scroll of Noxiosa,2,,0,0.0
Enchantment_Poison,Scroll of Plague,Enchantments,1,Recipe_Enchantment_Pesticide,enchantment,Enchantment_Pesticide,Scroll of Pesticide,2,,0,0.0
Enchantment_Poison,Scroll of Plague,Enchantments,1,Recipe_Enchantment_Pollen,enchantment,Enchantment_Pollen,Scroll of Pollen,2,,0,0.0
Enchantment_Poison,Scroll of Plague,Enchantments,1,Recipe_Enchantment_ToxicLobotomy,enchantment,Enchantment_ToxicLobotomy,Scroll of Toxic Lobotomy,2,,0,0.0
Enchantment_Poison,Scroll of Plague,Enchantments,1,Recipe_Enchantment_Voodoo,enchantment,Enchantment_Voodoo,Scroll of Voodoo,2,,0,0.0
Enchantment_Water,Scroll of Water,Enchantments,1,Recipe_Enchantment_Blizzard,enchantment,Enchantment_Blizzard,Scroll of Blizzard,2,,0,0.0
Enchantment_Water,Scroll of Water,Enchantments,1,Recipe_Enchantment_HolyWater,enchantment,Enchantment_HolyWater,Scroll of Holy Water,2,,0,0.0
Enchantment_Water,Scroll of Water,Enchantments,1,Recipe_Enchantment_Pesticide,enchantment,Enchantment_Pesticide,Scroll of Pesticide,2,,0,0.0
Enchantment_Water,Scroll of Water,Enchantments,1,Recipe_Enchantment_Slush,enchantment,Enchantment_Slush,Scroll of Slush,2,,0,0.0
Enchantment_Water,Scroll of Water,Enchantments,1,Recipe_Enchantment_Steam,enchantment,Enchantment_Steam,Scroll of Steam,2,,0,0.0
Enchantment_Water,Scroll of Water,Enchantments,2,Recipe_Enchantment_SuperSoaker,enchantment,Enchantment_SuperSoaker,Scroll of Mega Soaker,2,,0,0.0
Enchantment_Water,Scroll of Water,Enchantments,1,Recipe_Enchantment_ThunderBolt,enchantment,Enchantment_Thunderbolt,Scroll of Thunderbolt,2,,0,0.0
Enchantment_Water,Scroll of Water,Enchantments,1,Recipe_Enchantment_WaterBomb,enchantment,Enchantment_WaterBomb,Scroll of Water Bomb,2,,0,0.0
Item_Banana,Banana,Consumables/Foodstuffs,1,Recipe_BananaSulfs,cooking,Item_BananaSulfs,Banana Sulfs,1,Stat_HealthRegen,20,20.0
Item_Banana,Banana,Consumables/Foodstuffs,2,Recipe_BananaSulfs 1,cooking,Item_BananaSulfs,Banana Sulfs,1,Stat_HealthRegen,20,20.0
Item_Banana,Banana,Consumables/Foodstuffs,2,Recipe_BananaSulfs 10,cooking,Item_BananaSulfs,Banana Sulfs,1,Stat_HealthRegen,20,20.0
Item_Banana,Banana,Consumables/Foodstuffs,2,Recipe_BananaSulfs 11,cooking,Item_BananaSulfs,Banana Sulfs,1,Stat_HealthRegen,20,20.0
Item_Banana,Banana,Consumables/Foodstuffs,1,Recipe_BananaSulfs 12,cooking,Item_BananaSulfs,Banana Sulfs,1,Stat_HealthRegen,20,20.0
Item_Banana,Banana,Consumables/Foodstuffs,2,Recipe_BananaSulfs 13,cooking,Item_BananaSulfs,Banana Sulfs,1,Stat_HealthRegen,20,20.0
Item_Banana,Banana,Consumables/Foodstuffs,1,Recipe_BananaSulfs 14,cooking,Item_BananaSulfs,Banana Sulfs,1,Stat_HealthRegen,20,20.0
Item_Banana,Banana,Consumables/Foodstuffs,2,Recipe_BananaSulfs 15,cooking,Item_BananaSulfs,Banana Sulfs,1,Stat_HealthRegen,20,20.0
Item_Banana,Banana,Consumables/Foodstuffs,1,Recipe_BananaSulfs 2,cooking,Item_BananaSulfs,Banana Sulfs,1,Stat_HealthRegen,20,20.0
Item_Banana,Banana,Consumables/Foodstuffs,2,Recipe_BananaSulfs 3,cooking,Item_BananaSulfs,Banana Sulfs,1,Stat_HealthRegen,20,20.0
Item_Banana,Banana,Consumables/Foodstuffs,1,Recipe_BananaSulfs 4,cooking,Item_BananaSulfs,Banana Sulfs,1,Stat_HealthRegen,20,20.0
Item_Banana,Banana,Consumables/Foodstuffs,2,Recipe_BananaSulfs 5,cooking,Item_BananaSulfs,Banana Sulfs,1,Stat_HealthRegen,20,20.0
Item_Banana,Banana,Consumables/Foodstuffs,1,Recipe_BananaSulfs 6,cooking,Item_BananaSulfs,Banana Sulfs,1,Stat_HealthRegen,20,20.0
Item_Banana,Banana,Consumables/Foodstuffs,2,Recipe_BananaSulfs 7,cooking,Item_BananaSulfs,Banana Sulfs,1,Stat_HealthRegen,20,20.0
Item_Banana,Banana,Consumables/Foodstuffs,1,Recipe_BananaSulfs 8,cooking,Item_BananaSulfs,Banana Sulfs,1,Stat_HealthRegen,20,20.0
Item_Banana,Banana,Consumables/Foodstuffs,1,Recipe_BananaSulfs 9,cooking,Item_BananaSulfs,Banana Sulfs,1,Stat_HealthRegen,20,20.0
Item_Banana,Banana,Consumables/Foodstuffs,1,Recipe_BreadBanana_1,cooking,Item_BananaBread,Banana Bread,2,Stat_HealthRegen,30,15.0
Item_Banana,Banana,Consumables/Foodstuffs,2,Recipe_BreadBanana_1 1,cooking,Item_BananaBread,Banana Bread,2,Stat_HealthRegen,30,15.0
Item_Banana,Banana,Consumables/Foodstuffs,2,Recipe_BreadBanana_1 2,cooking,Item_BananaBread,Banana Bread,2,Stat_HealthRegen,30,15.0
Item_Banana,Banana,Consumables/Foodstuffs,1,Recipe_BreadBanana_1 3,cooking,Item_BananaBread,Banana Bread,2,Stat_HealthRegen,30,15.0
Item_Banana,Banana,Consumables/Foodstuffs,1,Recipe_Cocktail 9,cooking,Item_Cocktail,Cocktail,4,Stat_Charisma,3600,900.0
Item_Banana,Banana,Consumables/Foodstuffs,1,Recipe_Risalamalta 2,cooking,Item_Risalamalta,Ris à la Malta,1,Stat_HealthRegen,25,25.0
Item_BananaSulfs,Banana Sulfs,Consumables/Foodstuffs,1,Recipe_Cocktail 2,cooking,Item_Cocktail,Cocktail,4,Stat_Charisma,3600,900.0
Item_Bark,Bark,Misc,1,Recipe_BarkBread,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,1,Recipe_BarkBread 1,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,1,Recipe_BarkBread 10,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,2,Recipe_BarkBread 11,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,2,Recipe_BarkBread 12,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,2,Recipe_BarkBread 13,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,2,Recipe_BarkBread 14,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,2,Recipe_BarkBread 15,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,2,Recipe_BarkBread 16,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,2,Recipe_BarkBread 17,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,2,Recipe_BarkBread 18,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,2,Recipe_BarkBread 19,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,1,Recipe_BarkBread 2,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,2,Recipe_BarkBread 20,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,3,Recipe_BarkBread 21,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,3,Recipe_BarkBread 22,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,3,Recipe_BarkBread 23,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,3,Recipe_BarkBread 24,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,3,Recipe_BarkBread 25,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,3,Recipe_BarkBread 26,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,3,Recipe_BarkBread 27,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,3,Recipe_BarkBread 28,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,3,Recipe_BarkBread 29,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,1,Recipe_BarkBread 3,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,3,Recipe_BarkBread 30,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,3,Recipe_BarkBread 31,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,3,Recipe_BarkBread 32,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,3,Recipe_BarkBread 33,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,3,Recipe_BarkBread 34,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,3,Recipe_BarkBread 35,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,3,Recipe_BarkBread 36,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,3,Recipe_BarkBread 37,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,3,Recipe_BarkBread 38,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,3,Recipe_BarkBread 39,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,1,Recipe_BarkBread 4,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,3,Recipe_BarkBread 40,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,4,Recipe_BarkBread 41,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,4,Recipe_BarkBread 42,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,4,Recipe_BarkBread 43,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,4,Recipe_BarkBread 44,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,4,Recipe_BarkBread 45,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,4,Recipe_BarkBread 46,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,4,Recipe_BarkBread 47,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,4,Recipe_BarkBread 48,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,4,Recipe_BarkBread 49,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,1,Recipe_BarkBread 5,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,4,Recipe_BarkBread 50,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,5,Recipe_BarkBread 51,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,5,Recipe_BarkBread 52,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,5,Recipe_BarkBread 53,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,5,Recipe_BarkBread 54,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,5,Recipe_BarkBread 55,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,5,Recipe_BarkBread 56,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,5,Recipe_BarkBread 57,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,5,Recipe_BarkBread 58,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,5,Recipe_BarkBread 59,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,1,Recipe_BarkBread 6,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,5,Recipe_BarkBread 60,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,6,Recipe_BarkBread 61,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,6,Recipe_BarkBread 62,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,6,Recipe_BarkBread 63,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,6,Recipe_BarkBread 64,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,6,Recipe_BarkBread 65,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,6,Recipe_BarkBread 66,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,6,Recipe_BarkBread 67,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,6,Recipe_BarkBread 68,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,6,Recipe_BarkBread 69,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,1,Recipe_BarkBread 7,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,6,Recipe_BarkBread 70,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,7,Recipe_BarkBread 71,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,7,Recipe_BarkBread 72,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,7,Recipe_BarkBread 73,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,7,Recipe_BarkBread 74,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,7,Recipe_BarkBread 75,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,7,Recipe_BarkBread 76,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,7,Recipe_BarkBread 77,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,7,Recipe_BarkBread 78,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,7,Recipe_BarkBread 79,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
Item_Bark,Bark,Misc,1,Recipe_BarkBread 8,cooking,Item_BarkBread,Bark bread,2,Stat_HealthRegen,10,5.0
